ensembl_gene_id,RPE1_baseline,K562_Ess_baseline,K562_GWPS_baseline,gene_name
ENSG00000197555,0.4095058,0.11234566,,SIPA1L1
ENSG00000197563,0.14508955,0.13244562,0.10780935,PIGN
ENSG00000197568,,0.11532275,0.10609688,HHLA3
ENSG00000197579,0.52040064,0.579219,0.4939342,TOPORS
ENSG00000197586,0.31905457,0.17763196,0.153734,ENTPD6
ENSG00000197594,0.19025066,,,ENPP1
ENSG00000197601,0.56684303,0.4476065,0.3607837,FAR1
ENSG00000197603,0.32278052,,,CPLANE1
ENSG00000197622,0.37812415,0.68149245,0.5591098,CDC42SE1
ENSG00000197632,0.3373105,,,SERPINB2
ENSG00000197694,2.152114,0.4344248,0.35887995,SPTAN1
ENSG00000197696,0.15480694,,,NMB
ENSG00000197702,1.0295703,,,PARVA
ENSG00000197712,2.3957012,,,FAM114A1
ENSG00000197713,0.43276858,0.56998235,0.4261801,RPE
ENSG00000197721,,0.17427155,0.16657446,CR1L
ENSG00000197724,,0.11869851,,PHF2
ENSG00000197728,13.732593,12.711104,9.06556,RPS26
ENSG00000197746,6.922194,1.3566086,1.4457175,PSAP
ENSG00000197747,5.9796777,0.52413267,0.5382839,S100A10
ENSG00000197756,31.35578,33.171715,32.020184,RPL37A
ENSG00000197757,,0.12201561,,HOXC6
ENSG00000197766,,1.2916303,1.2688574,CFD
ENSG00000197771,0.7299671,0.47337183,0.34123635,MCMBP
ENSG00000197780,0.30281395,0.24139799,0.14355022,TAF13
ENSG00000197782,,0.17696227,0.1500805,ZNF780A
ENSG00000197785,0.71363264,1.3559628,0.918811,ATAD3A
ENSG00000197798,0.15816198,0.24386555,0.16575502,FAM118B
ENSG00000197841,,0.09978114,,ZNF181
ENSG00000197858,1.1914326,0.6477625,0.5444852,GPAA1
ENSG00000197860,0.18876778,0.21706302,0.16046368,SGTB
ENSG00000197879,1.4200937,0.17273243,0.15452872,MYO1C
ENSG00000197885,0.21529135,0.17421839,0.13712263,NKIRAS1
ENSG00000197892,0.10032232,0.10186647,,KIF13B
ENSG00000197894,2.213872,2.9774187,2.2797718,ADH5
ENSG00000197903,,0.19906387,0.16294745,HIST1H2BK
ENSG00000197905,0.28243288,0.2063387,0.14692363,TEAD4
ENSG00000197912,0.81854033,0.5095385,0.4129117,SPG7
ENSG00000197930,1.4325235,0.539593,0.5058192,ERO1A
ENSG00000197937,,0.101546705,,ZNF347
ENSG00000197943,0.09231741,0.32664222,0.2268511,PLCG2
ENSG00000197956,33.282787,,,S100A6
ENSG00000197958,43.2133,36.664055,32.06807,RPL12
ENSG00000197961,0.2174612,0.5861633,0.4478641,ZNF121
ENSG00000197965,0.8077582,1.2542418,0.90623134,MPZL1
ENSG00000197969,0.5477698,0.40399608,0.3505253,VPS13A
ENSG00000197971,0.14349085,,,MBP
ENSG00000197976,0.2540937,0.32298434,0.24646951,AKAP17A
ENSG00000197977,,0.25563335,0.18619278,ELOVL2
ENSG00000197982,1.9609358,2.2386196,1.569072,C1orf122
ENSG00000197989,0.29770136,0.5491904,0.37443435,SNHG12
ENSG00000197993,,0.18704166,0.16782632,KEL
ENSG00000198000,0.634823,1.5854163,1.1389488,NOL8
ENSG00000198001,0.18831378,0.31207564,0.25267166,IRAK4
ENSG00000198015,1.2425156,2.1156561,1.3560516,MRPL42
ENSG00000198018,0.2957222,,,ENTPD7
ENSG00000198026,,0.12152852,,ZNF335
ENSG00000198034,32.95374,48.235897,41.047493,RPS4X
ENSG00000198039,,0.41397703,0.3546217,ZNF273
ENSG00000198040,0.18626903,0.17856029,0.14091054,ZNF84
ENSG00000198042,0.31310102,0.9799149,0.6683484,MAK16
ENSG00000198046,0.12200523,,,ZNF667
ENSG00000198053,0.37854025,,,SIRPA
ENSG00000198054,,1.0891672,1.0181739,DSCR8
ENSG00000198055,0.45662588,0.6401711,0.5741738,GRK6
ENSG00000198056,0.43403757,1.0901479,0.90592325,PRIM1
ENSG00000198060,0.83169883,0.32665834,0.24609862,MARCH5
ENSG00000198087,1.1283827,0.9867004,0.8090791,CD2AP
ENSG00000198089,0.16745469,0.15964307,0.14708935,SFI1
ENSG00000198105,0.09879355,0.17627196,0.15382095,ZNF248
ENSG00000198113,0.2804326,0.17861298,0.17057016,TOR4A
ENSG00000198121,0.42748305,,,LPAR1
ENSG00000198130,0.2890777,0.73374206,0.5484186,HIBCH
ENSG00000198131,0.3409199,0.30601785,0.23898743,ZNF544
ENSG00000198146,0.5807048,0.71155685,0.49545446,ZNF770
ENSG00000198157,,1.3386313,0.9956423,HMGN5
ENSG00000198160,1.0166633,0.6598691,0.53573567,MIER1
ENSG00000198162,0.64048386,0.5547732,0.45247108,MAN1A2
ENSG00000198168,1.0984747,0.24968147,0.16133672,SVIP
ENSG00000198171,0.7104219,1.0208087,0.7644726,DDRGK1
ENSG00000198176,1.1901507,1.8269663,1.3415657,TFDP1
ENSG00000198189,0.19426167,0.6150317,0.6025157,HSD17B11
ENSG00000198198,0.13351983,0.15640947,0.1478827,SZT2
ENSG00000198218,0.31753692,0.4673543,0.35003886,QRICH1
ENSG00000198231,0.8936224,1.3565776,1.0035328,DDX42
ENSG00000198242,29.505516,25.617367,23.060822,RPL23A
ENSG00000198252,0.21253298,0.22136113,0.16771199,STYX
ENSG00000198258,4.238816,5.0972652,4.4858403,UBL5
ENSG00000198265,0.49043655,0.73865384,0.6004273,HELZ
ENSG00000198270,,0.2624319,0.25739652,TMEM116
ENSG00000198276,0.15412463,0.2333368,0.19257693,UCKL1
ENSG00000198301,0.5081768,1.2303965,1.0168028,SDAD1
ENSG00000198315,0.10520044,0.3015111,0.25145435,ZKSCAN8
ENSG00000198331,,0.1905999,0.15101661,HYLS1
ENSG00000198336,,2.4141343,2.4259658,MYL4
ENSG00000198346,,0.11211532,,ZNF813
ENSG00000198355,0.29263538,0.6772016,0.5295733,PIM3
ENSG00000198356,1.2011328,0.88299835,0.61227727,GET3
ENSG00000198363,6.0871396,,,ASPH
ENSG00000198369,0.16757022,0.26694074,0.21046884,SPRED2
ENSG00000198373,,0.110421665,,WWP2
ENSG00000198380,0.6293911,0.32136992,0.24406566,GFPT1
ENSG00000198382,0.27884692,0.35311854,0.29813632,UVRAG
ENSG00000198393,0.15339872,0.1824965,0.1605327,ZNF26
ENSG00000198399,0.3832824,0.3175874,0.2758788,ITSN2
ENSG00000198400,,0.09419647,0.11118812,NTRK1
ENSG00000198408,1.2270541,0.6777689,0.60145533,OGA
ENSG00000198417,,0.16152953,0.1361701,MT1F
ENSG00000198420,0.74464035,0.52985257,0.4516371,TCAF1
ENSG00000198431,6.089022,1.8466265,1.4115875,TXNRD1
ENSG00000198435,,0.23828557,0.20898555,NRARP
ENSG00000198464,0.24814893,0.43493852,0.35490972,ZNF480
ENSG00000198466,0.12405406,0.2002444,0.15404163,ZNF587
ENSG00000198467,20.305513,,,TPM2
ENSG00000198468,,0.15165167,0.11983909,FLVCR1-DT
ENSG00000198492,1.1010357,1.4876076,1.0941194,YTHDF2
ENSG00000198496,,0.1989645,0.21036395,NBR2
ENSG00000198498,0.6374032,0.86908954,0.66024333,TMA16
ENSG00000198517,0.12885584,,,MAFK
ENSG00000198522,0.542551,0.61893743,0.45513722,GPN1
ENSG00000198538,,0.1600338,0.115462005,ZNF28
ENSG00000198542,0.36198002,,,ITGBL1
ENSG00000198546,1.2282542,1.0786827,0.78109866,ZNF511
ENSG00000198547,,0.14657971,0.108151674,C20orf203
ENSG00000198554,0.3662268,0.47028366,0.36337855,WDHD1
ENSG00000198556,,0.19138739,0.16863427,ZNF789
ENSG00000198561,0.590032,0.41955695,0.35410947,CTNND1
ENSG00000198563,2.3754742,4.4502273,3.397037,DDX39B
ENSG00000198585,0.35695568,0.37550214,0.29447085,NUDT16
ENSG00000198586,0.82402414,1.2728962,1.1052043,TLK1
ENSG00000198589,0.45425764,0.57103676,0.4806248,LRBA
ENSG00000198604,0.9606077,2.9094286,2.0719917,BAZ1A
ENSG00000198612,1.0930867,1.0958314,0.77467567,COPS8
ENSG00000198624,,0.5126862,0.40850416,CCDC69
ENSG00000198625,0.3250355,0.99418163,0.85206646,MDM4
ENSG00000198642,0.33051425,,,KLHL9
ENSG00000198646,0.21367595,0.24692248,0.18045288,NCOA6
ENSG00000198648,0.6318037,0.099280655,0.10294292,STK39
ENSG00000198663,0.57243955,0.71156055,0.64648277,C6orf89
ENSG00000198668,7.2754707,3.4438977,2.6700528,CALM1
ENSG00000198673,,0.25525814,0.28680342,TAFA2
ENSG00000198677,1.538069,0.82063025,0.6244259,TTC37
ENSG00000198682,2.742908,,,PAPSS2
ENSG00000198690,0.19944213,0.18165566,0.14564577,FAN1
ENSG00000198695,3.6798816,9.897672,6.205076,MT-ND6
ENSG00000198700,0.7571545,1.1016451,0.85092396,IPO9
ENSG00000198707,0.79337645,0.5021334,0.41654298,CEP290
ENSG00000198712,163.98146,262.09933,249.97385,MT-CO2
ENSG00000198715,0.2970677,0.23766395,0.21342866,GLMP
ENSG00000198718,0.1373579,0.18140018,0.14578557,TOGARAM1
ENSG00000198721,3.7886384,1.1692975,0.92117137,ECI2
ENSG00000198727,86.63601,114.71737,116.8545,MT-CYB
ENSG00000198728,0.22497007,0.38115177,0.30607158,LDB1
ENSG00000198730,0.6201343,0.5978292,0.46659797,CTR9
ENSG00000198736,0.17398216,0.3935286,0.30456072,MSRB1
ENSG00000198740,0.18660307,0.41993678,0.35766977,ZNF652
ENSG00000198742,0.20856601,0.14288875,0.112734415,SMURF1
ENSG00000198743,0.4208434,0.6167554,0.45669252,SLC5A3
ENSG00000198746,,0.16603924,0.11268857,GPATCH3
ENSG00000198752,0.87632495,0.13177976,0.11255637,CDC42BPB
ENSG00000198755,26.740482,30.171854,28.80583,RPL10A
ENSG00000198756,,0.46242577,0.56432545,COLGALT2
ENSG00000198763,28.255283,66.52885,49.241253,MT-ND2
ENSG00000198771,,0.84212977,0.8592511,RCSD1
ENSG00000198783,0.227625,0.6275588,0.4714064,ZNF830
ENSG00000198786,23.745882,27.000565,24.687292,MT-ND5
ENSG00000198791,1.1781967,1.6662356,1.1692224,CNOT7
ENSG00000198792,0.27291495,0.12112473,,TMEM184B
ENSG00000198793,0.2767602,0.5020002,0.36121285,MTOR
ENSG00000198795,,0.11013318,,ZNF521
ENSG00000198799,0.11713321,0.273457,0.22120202,LRIG2
ENSG00000198804,147.96921,190.8525,171.10132,MT-CO1
ENSG00000198805,0.63192534,1.6937551,1.355495,PNP
ENSG00000198815,0.18296677,0.36923513,0.28027707,FOXJ3
ENSG00000198816,0.38175678,0.13407724,0.1312317,ZNF358
ENSG00000198818,0.90748006,1.5973837,1.034349,SFT2D1
ENSG00000198824,0.49658707,0.8993449,0.67538226,CHAMP1
ENSG00000198825,0.24679513,0.103332184,,INPP5F
ENSG00000198826,0.99695796,0.74336153,0.5304606,ARHGAP11A
ENSG00000198830,7.4234357,7.2846017,4.6412153,HMGN2
ENSG00000198832,0.68068695,,,SELENOM
ENSG00000198833,0.7314768,0.48119077,0.40192816,UBE2J1
ENSG00000198836,0.7927901,1.2845539,0.9988275,OPA1
ENSG00000198837,0.111195356,0.25822014,0.20367134,DENND4B
ENSG00000198839,0.19437903,0.27246848,0.29373974,ZNF277
ENSG00000198840,33.374546,77.971016,63.987595,MT-ND3
ENSG00000198841,0.17870161,0.32969168,0.2393877,KTI12
ENSG00000198843,1.6225595,0.7500702,0.48391452,SELENOT
ENSG00000198853,0.21149081,,,RUSC2
ENSG00000198855,0.10274916,,,FICD
ENSG00000198856,2.829795,3.9892855,3.0010054,OSTC
ENSG00000198858,0.20026839,0.8742059,0.83002365,R3HDM4
ENSG00000198860,0.47859427,0.79387754,0.73729074,TSEN15
ENSG00000198862,0.60697114,0.75933594,0.62172014,LTN1
ENSG00000198863,0.15589933,0.25828204,0.18378776,RUNDC1
ENSG00000198865,0.17932573,,,CCDC152
ENSG00000198874,0.16840793,0.297016,0.22735325,TYW1
ENSG00000198876,0.16917814,0.54198694,0.42697427,DCAF12
ENSG00000198879,,0.14413932,0.10711187,SFMBT2
ENSG00000198886,75.304535,168.84866,142.61804,MT-ND4
ENSG00000198887,0.9478321,0.56469625,0.45750085,SMC5
ENSG00000198888,42.852524,69.57822,55.35465,MT-ND1
ENSG00000198890,0.14497551,0.22351713,0.15303399,PRMT6
ENSG00000198892,0.28697786,,,SHISA4
ENSG00000198898,1.5390854,1.2911764,0.9695637,CAPZA2
ENSG00000198899,101.29822,206.00552,186.92834,MT-ATP6
ENSG00000198900,2.137714,2.230731,1.6542937,TOP1
ENSG00000198901,2.7553809,1.5289197,1.1878954,PRC1
ENSG00000198909,0.22064574,0.14385343,0.1305764,MAP3K3
ENSG00000198911,,0.60388935,0.5342347,SREBF2
ENSG00000198912,0.30277303,0.4517919,0.2877641,C1orf174
ENSG00000198917,0.15112276,0.35846913,0.2699915,SPOUT1
ENSG00000198918,23.283785,32.80076,29.684124,RPL39
ENSG00000198919,0.17896575,,,DZIP3
ENSG00000198920,0.14822535,,,KIAA0753
ENSG00000198924,0.12712403,0.15948285,0.104004465,DCLRE1A
ENSG00000198925,0.31816036,0.24618074,0.2135656,ATG9A
ENSG00000198930,,0.88509,0.71386784,CSAG1
ENSG00000198931,3.8580673,7.5117874,5.38516,APRT
ENSG00000198937,0.65337086,1.0864519,0.81808084,CCDC167
ENSG00000198938,114.29628,343.58328,318.85953,MT-CO3
ENSG00000198947,0.15417603,,,DMD
ENSG00000198951,,0.13482824,0.11804661,NAGA
ENSG00000198952,0.14550081,0.2916026,0.1942214,SMG5
ENSG00000198954,1.2953748,0.22913806,0.18789417,KIF1BP
ENSG00000198959,6.0315895,,,TGM2
ENSG00000198960,0.44790208,0.32572582,0.24504103,ARMCX6
ENSG00000198961,0.9648283,0.7277354,0.68067807,PJA2
ENSG00000198964,,0.24353288,0.18953934,SGMS1
ENSG00000203485,0.48448718,0.15493761,0.11480705,INF2
ENSG00000203618,,21.68086,18.152355,GP1BB
ENSG00000203666,0.14524734,0.54019755,0.38995966,EFCAB2
ENSG00000203667,2.77806,1.5348754,1.051708,COX20
ENSG00000203668,1.0629163,1.122066,0.91900915,CHML
ENSG00000203705,0.13655877,0.36483827,0.33752683,TATDN3
ENSG00000203706,0.33493215,,,SERTAD4-AS1
ENSG00000203724,0.28424898,,,C1orf53
ENSG00000203760,1.8221369,1.5293279,1.1507963,CENPW
ENSG00000203778,0.5361042,0.15571631,0.13078597,FAM229B
ENSG00000203791,0.62481135,0.42503655,0.3318891,EEF1AKMT2
ENSG00000203805,1.3586469,,,PLPP4
ENSG00000203875,1.2390697,12.977389,11.355982,SNHG5
ENSG00000203879,0.40017372,0.15616867,0.12038175,GDI1
ENSG00000203880,0.1068703,0.18622938,0.2018289,PCMTD2
ENSG00000203883,,,0.1177322,SOX18
ENSG00000203950,0.8741331,0.26929468,0.23918165,RTL8A
ENSG00000203989,,0.5329481,0.40115553,RHOXF2B
ENSG00000203993,0.21845025,0.47618043,0.33532688,ARRDC1-AS1
ENSG00000203995,,0.14254151,0.11421044,ZYG11A
ENSG00000204054,0.25901973,0.15220633,0.18434668,LINC00963
ENSG00000204070,0.34270114,0.299776,0.2287324,SYS1
ENSG00000204084,,0.27012095,0.26129997,INPP5B
ENSG00000204104,0.41775084,0.38049698,0.27201748,TRAF3IP1
ENSG00000204120,0.6732432,1.1146902,0.85820264,GIGYF2
ENSG00000204130,0.60498613,0.19185053,0.16314921,RUFY2
ENSG00000204138,0.6008621,0.6681409,0.5357625,PHACTR4
ENSG00000204152,0.104535036,0.12867571,0.10743253,TIMM23B
ENSG00000204160,,0.13928984,0.11672023,ZDHHC18
ENSG00000204161,,0.11854239,0.11531727,TMEM273
ENSG00000204178,0.2771818,0.53958803,0.4667963,MACO1
ENSG00000204186,0.28228658,,,ZDBF2
ENSG00000204209,0.649347,1.5149703,1.0978432,DAXX
ENSG00000204217,0.6592393,0.17208776,0.1455553,BMPR2
ENSG00000204220,0.95991224,1.7642524,1.4136537,PFDN6
ENSG00000204227,0.25891018,0.37108132,0.33411118,RING1
ENSG00000204231,0.20818867,0.150525,0.14761044,RXRB
ENSG00000204237,0.452585,1.0642488,0.938615,OXLD1
ENSG00000204256,1.1265177,2.2581584,1.5650841,BRD2
ENSG00000204262,0.56613094,,,COL5A2
ENSG00000204264,0.86534745,,,PSMB8
ENSG00000204267,0.13722001,,,TAP2
ENSG00000204272,1.1898668,0.19140862,0.16739513,NBDY
ENSG00000204304,0.17559691,0.628339,0.4921732,PBX2
ENSG00000204308,0.49912643,1.075509,0.9955066,RNF5
ENSG00000204310,0.5325292,0.98038393,0.69382167,AGPAT1
ENSG00000204315,,0.28986084,0.21929571,FKBPL
ENSG00000204316,0.90487146,1.6849605,1.256894,MRPL38
ENSG00000204344,0.19928588,0.28075665,0.25304538,STK19
ENSG00000204348,,0.16675027,0.13540992,DXO
ENSG00000204351,0.11885168,0.16006663,0.12609681,SKIV2L
ENSG00000204356,0.9927799,0.91030025,0.8124433,NELFE
ENSG00000204370,0.7526732,1.4384774,1.0629643,SDHD
ENSG00000204371,0.36543626,0.71415174,0.56863165,EHMT2
ENSG00000204381,0.7352533,,,LAYN
ENSG00000204386,0.32713145,0.46985543,0.38701755,NEU1
ENSG00000204387,1.292131,2.0070064,1.8837479,SNHG32
ENSG00000204388,0.21761595,0.33875734,0.17091213,HSPA1B
ENSG00000204389,0.27594852,1.4510616,0.7138758,HSPA1A
ENSG00000204392,2.1584258,3.5884154,2.6129875,LSM2
ENSG00000204394,0.7096608,1.7331821,1.2551628,VARS
ENSG00000204406,0.21595383,0.33283812,0.28606433,MBD5
ENSG00000204420,,0.4204757,0.39199594,MPIG6B
ENSG00000204427,0.1704864,0.37452418,0.33826512,ABHD16A
ENSG00000204435,2.3309956,4.019794,3.3183932,CSNK2B
ENSG00000204438,0.30169553,0.6963297,0.5193258,GPANK1
ENSG00000204439,0.18753599,0.24031371,0.19155301,C6orf47
ENSG00000204442,0.20499447,,,FAM155A
ENSG00000204463,0.5264058,1.1184934,0.9523132,BAG6
ENSG00000204469,0.81703794,1.5145285,1.1817206,PRRC2A
ENSG00000204472,,0.28756014,0.47440124,AIF1
ENSG00000204482,,0.100289136,0.14599614,LST1
ENSG00000204498,0.20861278,0.26939353,0.22582762,NFKBIL1
ENSG00000204516,,0.19913448,0.14932658,MICB
ENSG00000204519,,0.12522925,,ZNF551
ENSG00000204520,0.57105523,0.10318685,,MICA
ENSG00000204525,2.9066474,0.23802215,0.24858944,HLA-C
ENSG00000204536,0.21475008,0.3891027,0.30662385,CCHCR1
ENSG00000204560,0.3178185,0.51372725,0.3845717,DHX16
ENSG00000204564,0.14468032,0.28218877,0.2360738,C6orf136
ENSG00000204568,1.1059072,2.4532127,1.9191688,MRPS18B
ENSG00000204569,0.55698454,0.8678898,0.6978594,PPP1R10
ENSG00000204574,1.3496526,3.0698488,2.046588,ABCF1
ENSG00000204576,0.1288901,0.41114563,0.30609843,PRR3
ENSG00000204580,0.18267994,,,DDR1
ENSG00000204590,0.47582692,0.73991466,0.6217219,GNL1
ENSG00000204592,0.82670295,0.20439824,0.24108344,HLA-E
ENSG00000204604,,0.12450474,,ZNF468
ENSG00000204619,0.5964388,0.5194699,0.3855619,PPP1R11
ENSG00000204628,27.194668,34.88994,31.470804,RACK1
ENSG00000204673,0.578177,0.5930696,0.42631668,AKT1S1
ENSG00000204677,,0.11584523,,FAM153CP
ENSG00000204710,,0.12064892,0.14269972,SPDYC
ENSG00000204713,0.63114506,1.5359572,1.1796384,TRIM27
ENSG00000204767,0.2381696,,,INSYN2B
ENSG00000204842,1.5226502,1.1979331,0.9434898,ATXN2
ENSG00000204843,0.9737428,0.6971455,0.5335434,DCTN1
ENSG00000204852,0.3200384,0.1290942,0.12115477,TCTN1
ENSG00000204856,0.5659633,0.49168974,0.39625666,FAM216A
ENSG00000204859,,0.14694938,0.13901472,ZBTB48
ENSG00000204899,1.3835757,2.134386,1.5379747,MZT1
ENSG00000204922,1.1926892,1.2307013,0.8637754,UQCC3
ENSG00000204954,0.21175086,0.6245406,0.45375153,C12orf73
ENSG00000204977,0.21512935,0.54511046,0.43654948,TRIM13
ENSG00000205060,0.32827064,0.42130077,0.3439974,SLC35B4
ENSG00000205133,0.18487577,,,TRIQK
ENSG00000205138,0.13863315,0.37892938,0.29373568,SDHAF1
ENSG00000205155,0.74831,0.39261103,0.3278699,PSENEN
ENSG00000205189,,0.31905177,0.25134203,ZBTB10
ENSG00000205208,0.18737271,0.17183642,0.12141342,C4orf46
ENSG00000205213,0.47829023,0.37830052,0.2552846,LGR4
ENSG00000205220,0.5913349,0.6410401,0.45489863,PSMB10
ENSG00000205250,0.33943778,0.46757644,0.37808472,E2F4
ENSG00000205268,0.1187948,0.30552807,0.21970043,PDE7A
ENSG00000205302,0.78803223,1.0608516,0.85513526,SNX2
ENSG00000205323,1.1948525,1.6585244,1.3221264,SARNP
ENSG00000205339,2.100973,2.28938,1.679915,IPO7
ENSG00000205352,1.3661808,2.5852969,1.8642142,PRR13
ENSG00000205356,0.100099616,,,TECPR1
ENSG00000205364,0.45450652,,,MT1M
ENSG00000205426,0.374187,,,KRT81
ENSG00000205476,0.18289408,,,CCDC85C
ENSG00000205531,1.9756634,1.5333434,1.1567549,NAP1L4
ENSG00000205542,21.421457,13.564301,12.041962,TMSB4X
ENSG00000205544,1.0692989,0.39682814,0.44430384,TMEM256
ENSG00000205559,,0.11842244,,CHKB-DT
ENSG00000205581,5.3801045,13.251928,9.480269,HMGN1
ENSG00000205628,,0.28229672,0.22370832,LINC01446
ENSG00000205629,0.45852518,0.5876789,0.4684059,LCMT1
ENSG00000205707,0.5327199,0.4156276,0.3213993,ETFRF1
ENSG00000205726,0.5672889,0.40019542,0.3166717,ITSN1
ENSG00000205730,0.39572677,,,ITPRIPL2
ENSG00000205758,0.30230954,0.4004306,0.36438462,CRYZL1
ENSG00000205765,0.18721205,0.49857268,0.38028902,C5orf51
ENSG00000205903,,0.20236368,0.1594516,ZNF316
ENSG00000205937,1.7158444,3.485947,2.59421,RNPS1
ENSG00000205981,0.90090156,1.4948306,1.2382127,DNAJC19
ENSG00000206053,0.6680583,0.82998896,0.5707313,JPT2
ENSG00000206172,,0.78099686,0.4036279,HBA1
ENSG00000206195,,0.62347806,0.55974793,DUXAP8
ENSG00000206418,0.268853,,,RAB12
ENSG00000206503,2.3330617,,,HLA-A
ENSG00000206527,0.43466148,0.15122662,,HACD2
ENSG00000206538,0.4857028,,,VGLL3
ENSG00000206557,,0.6094241,0.43485424,TRIM71
ENSG00000206560,0.71841365,0.60922164,0.5295456,ANKRD28
ENSG00000206562,0.20550375,0.43313918,0.32998854,METTL6
ENSG00000206573,0.76487917,1.2919528,1.0227822,THUMPD3-AS1
ENSG00000211448,0.15830038,,,DIO2
ENSG00000211450,3.7393093,3.0819101,2.5515397,SELENOH
ENSG00000211455,0.24272855,0.14786671,0.13113858,STK38L
ENSG00000211456,0.2732372,0.47772846,0.35964593,SACM1L
ENSG00000211460,0.77427465,1.5524607,1.2224321,TSN
ENSG00000211584,0.16308737,0.11890148,0.10053737,SLC48A1
ENSG00000212694,,0.20557852,0.19638881,LINC01089
ENSG00000212719,0.108784996,0.121895224,,LINC02693
ENSG00000212724,0.24481222,,,KRTAP2-3
ENSG00000212864,,0.13681127,0.14818172,RNF208
ENSG00000212907,3.3788528,6.9229074,5.6336846,MT-ND4L
ENSG00000212978,0.26720506,,,AC016747.1
ENSG00000213015,1.2176948,1.0124735,0.8341582,ZNF580
ENSG00000213020,,0.13406982,0.12016571,ZNF611
ENSG00000213024,0.70905316,1.2218212,0.90756106,NUP62
ENSG00000213047,0.20313533,0.21621715,0.17194135,DENND1B
ENSG00000213064,0.4615165,0.51285684,0.3928691,SFT2D2
ENSG00000213066,0.19006464,0.34949538,0.22033845,FGFR1OP
ENSG00000213079,0.26910287,0.40298522,0.32071397,SCAF8
ENSG00000213096,0.12389928,0.28497884,0.2623516,ZNF254
ENSG00000213123,0.6661904,0.23993084,0.19003929,TCTEX1D2
ENSG00000213160,0.33107165,1.2238853,0.92611635,KLHL23
ENSG00000213185,,0.13811757,0.120805584,FAM24B
ENSG00000213186,0.6581427,0.5700388,0.49333096,TRIM59
ENSG00000213190,0.72816867,0.3020689,0.23298118,MLLT11
ENSG00000213246,1.1104306,1.7973102,1.4155549,SUPT4H1
ENSG00000213281,0.2971756,0.62121654,0.46747822,NRAS
ENSG00000213337,0.33191782,0.5222014,0.37035006,ANKRD39
ENSG00000213339,0.2688725,0.4082098,0.33249474,QTRT1
ENSG00000213341,0.24096975,0.24601275,0.16390933,CHUK
ENSG00000213347,0.29401815,,0.102451354,MXD3
ENSG00000213380,0.121909045,0.20287694,0.16059096,COG8
ENSG00000213390,0.23385583,0.25350323,0.22377896,ARHGAP19
ENSG00000213401,,0.99196184,0.77560025,MAGEA12
ENSG00000213445,,,0.107345454,SIPA1
ENSG00000213462,0.10211627,0.33238956,0.3200074,ERV3-1
ENSG00000213463,0.5643775,0.1956056,0.15786825,SYNJ2BP
ENSG00000213465,2.2099948,1.5300117,1.2710879,ARL2
ENSG00000213516,0.119588204,0.35319093,0.27020714,RBMXL1
ENSG00000213523,1.2933663,1.0776426,0.7998354,SRA1
ENSG00000213533,0.1678463,0.12188721,,STIMATE
ENSG00000213551,2.6809952,2.4752033,1.7936113,DNAJC9
ENSG00000213563,0.2138025,0.46474954,0.3540489,C8orf82
ENSG00000213585,4.1360865,5.7638445,4.209939,VDAC1
ENSG00000213593,0.87121755,1.8364772,1.2658647,TMX2
ENSG00000213614,0.5230352,0.76233596,0.6807239,HEXA
ENSG00000213619,1.1258891,2.843843,2.1251416,NDUFS3
ENSG00000213625,1.387956,1.0634536,0.9051183,LEPROT
ENSG00000213626,0.9307437,0.101329744,,LBH
ENSG00000213639,1.2571057,1.2757416,0.98434526,PPP1CB
ENSG00000213654,,0.9632644,0.9656202,GPSM3
ENSG00000213672,0.1214665,,,NCKIPSD
ENSG00000213676,0.2786809,0.52114946,0.46454942,ATF6B
ENSG00000213699,0.16421692,0.36835042,0.2933144,SLC35F6
ENSG00000213719,8.659524,9.581851,7.84485,CLIC1
ENSG00000213722,0.5542492,0.1408828,0.13077769,DDAH2
ENSG00000213741,17.080524,18.922655,17.246513,RPS29
ENSG00000213780,0.17004436,0.3532067,0.2895695,GTF2H4
ENSG00000213853,0.45783573,0.1079885,,EMP2
ENSG00000213889,,0.17716327,0.18596925,PPM1N
ENSG00000213903,,0.1888183,0.14379884,LTB4R
ENSG00000213918,,0.115340896,,DNASE1
ENSG00000213920,0.3689298,0.3410713,0.3066061,MDP1
ENSG00000213923,1.1442707,0.5980827,0.48114473,CSNK1E
ENSG00000213928,0.09530401,,,IRF9
ENSG00000213934,,6.411481,3.6695616,HBG1
ENSG00000213949,0.11792321,,,ITGA1
ENSG00000213965,0.16644567,0.3018993,0.22796457,NUDT19
ENSG00000213977,1.4498615,,,TAX1BP3
ENSG00000213983,,0.19327538,0.1674176,AP1G2
ENSG00000213995,0.14443637,0.3206002,0.26640037,NAXD
ENSG00000214021,,0.44676414,0.404566,TTLL3
ENSG00000214022,0.29557112,0.6581714,0.56090754,REPIN1
ENSG00000214026,1.2144388,0.66870445,0.55863863,MRPL23
ENSG00000214029,,0.19283576,0.17018811,ZNF891
ENSG00000214046,1.0048518,1.4130199,0.98135036,SMIM7
ENSG00000214049,,1.1622834,1.0306306,UCA1
ENSG00000214063,2.450396,0.21182731,0.1968762,TSPAN4
ENSG00000214078,1.1774218,0.8056212,0.6244903,CPNE1
ENSG00000214087,1.1816711,0.45976165,0.33644822,ARL16
ENSG00000214113,0.64742255,1.5688734,1.1512185,LYRM4
